,AGO,ALB,AND,ANT,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VNM,VUT,YEM,YUG,ZAF,ZMB,ZWE
NOR,0,0,0,0,2,18,0,126,128,0,0,222,2,0,4,6,0,0,0,6,0,0,0,104,0,0,0,0,0,216,228,4,66,0,2,0,0,0,6,0,0,4,0,2,110,574,0,618,2,2,0,6,4,208,36,22,376,0,550,0,0,986,0,2,0,0,4,0,140,0,0,0,0,0,0,6,0,42,2,26,70,0,0,80,48,304,0,0,152,0,2,0,0,0,2,12,0,0,0,0,0,2,0,38,4,6,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,2,0,424,0,8,36,0,0,0,6,0,0,0,178,0,124,0,0,0,20,252,0,0,4,2,8,0,0,0,0,0,0,0,0,98,70,918,0,0,0,0,0,4,0,0,0,0,0,10,4,28,0,20,0,1350,0,0,0,2,0,0,0,8,28,2,2
NPL,0,0,0,0,0,0,0,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,10,4,2,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,4,0,0,2,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0
NZL,0,0,0,0,0,22,0,812,26,0,0,52,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,276,82,18,118,0,0,0,0,0,4,0,0,2,2,2,10,288,0,46,0,0,2,0,0,50,2,0,44,4,150,0,0,740,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,10,16,26,2,0,2,20,90,0,0,134,0,0,0,0,0,16,0,0,6,0,0,0,4,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,4,0,4,14,0,2,0,110,36,0,0,4,4,0,6,4,2,4,20,0,10,0,0,0,2,26,0,2,0,0,40,0,0,0,0,0,0,0,0,6,4,98,0,0,0,0,0,10,0,0,0,0,0,0,16,2,0,0,2,1108,2,0,0,0,2,0,0,6,70,0,2
OMN,0,0,0,0,8,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,2,0,6,0,0,0,0,4,0,0,62,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,8,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,24,0,0,0,0,0,0,0,2,14,0,0
PAK,0,0,0,0,0,0,0,10,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,20,14,0,28,0,4,0,0,0,6,0,0,0,4,0,2,78,0,0,0,0,0,6,0,10,2,4,2,0,22,0,0,126,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,2,6,14,0,6,0,0,4,18,2,0,22,6,0,2,0,0,4,2,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,8,0,4,4,0,0,0,2,6,0,0,4,0,0,0,0,0,6,10,0,22,2,0,10,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,6,0,0,0,0,0,16,4,0,0,2,0,118,2,0,0,0,4,0,0,0,6,0,0
PAN,0,0,0,0,0,4,0,0,2,0,0,4,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,4,0,0,4,16,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,2,0,0,0,0,4,0,0
PER,0,0,0,0,2,10,0,6,2,0,0,14,0,0,2,0,0,0,0,0,0,0,4,40,0,0,0,0,0,10,8,18,10,0,0,0,0,0,18,0,0,0,2,0,0,16,0,4,2,0,18,2,0,22,0,0,2,0,22,0,0,34,0,0,0,0,0,0,2,0,0,4,0,0,0,2,0,4,2,10,2,0,0,0,8,10,2,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,6,0,2,2,0,4,0,0,2,0,2,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,2,178,0,0,0,4,2,0,0,0,8,0,0
PHL,0,0,0,0,2,4,0,52,6,0,0,6,0,0,4,0,0,0,0,0,0,0,0,6,0,0,4,0,0,24,16,6,62,2,2,0,2,0,4,0,0,4,0,2,0,94,0,8,2,0,2,8,0,6,0,0,6,2,30,0,0,56,0,4,0,0,0,0,2,0,0,0,0,0,0,6,0,2,20,42,0,4,0,0,4,8,0,0,116,0,6,0,6,0,6,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,2,4,0,6,0,4,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,30,0,0,0,0,0,4,10,2,2,0,0,190,0,0,0,2,2,0,0,0,8,0,2
PLW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
PNG,0,0,0,0,0,0,0,38,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,16,0,4,0,0,0,0,0,4,0,0,0,0,0,0,10,0,2,0,0,2,0,0,0,0,0,0,0,8,0,0,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,30,0,0,0,0,0,0,0,0,0,0,0
POL,0,0,0,0,2,64,26,122,304,0,0,362,0,0,0,82,0,0,2,126,0,0,0,158,0,0,0,0,0,372,454,14,116,0,0,0,0,0,50,0,0,0,2,8,318,1952,0,258,0,6,34,34,0,358,20,0,244,0,1340,0,0,1092,18,0,0,0,0,0,162,0,0,0,0,0,0,28,0,188,0,106,30,6,0,6,194,748,0,0,494,2,2,0,0,0,140,6,0,0,4,0,0,0,0,54,8,28,6,0,34,0,0,112,0,4,0,0,0,4,0,0,0,0,0,6,0,4,0,2,0,468,178,0,20,0,4,0,2,0,0,0,0,0,106,0,0,0,58,824,0,8,0,0,2,0,0,0,0,0,0,0,0,224,106,560,0,0,0,0,0,10,2,2,0,0,4,34,18,2,0,484,6,2216,4,2,0,8,6,0,0,12,38,0,2
PRK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRT,8,0,0,0,0,28,12,34,144,0,0,228,0,0,0,16,0,0,0,28,0,0,0,248,0,0,0,0,0,78,230,30,52,2,0,0,0,0,6,0,0,0,4,2,98,486,0,176,0,6,4,2,0,538,2,0,134,0,676,0,0,828,10,2,0,4,0,0,146,0,0,0,0,0,0,4,0,46,0,18,46,4,0,12,34,400,0,0,70,0,0,0,0,0,12,0,0,0,0,0,0,0,0,6,2,4,14,2,2,0,0,32,0,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,302,124,0,10,0,0,0,2,0,0,0,106,0,0,0,0,0,36,182,0,0,0,0,2,0,0,0,0,0,0,4,0,74,92,220,0,0,0,0,0,4,0,0,0,0,2,12,18,2,0,14,8,762,0,0,0,0,2,0,0,8,12,0,0
PRY,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,6,0,0,0,0,2,0,0,12,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0
PSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
QAT,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ROU,0,0,0,0,0,2,14,24,44,0,0,118,0,0,2,90,0,0,0,12,0,0,0,26,0,0,0,0,0,60,116,0,76,6,0,0,0,0,0,0,0,0,2,58,42,456,0,26,0,2,0,0,0,170,8,0,78,0,512,0,0,164,4,0,0,0,0,0,64,0,0,0,0,0,0,6,0,136,0,64,8,0,2,6,18,302,0,0,82,4,0,0,0,0,70,4,0,0,0,0,0,0,0,4,2,8,18,0,32,0,0,20,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,82,20,0,2,0,6,0,0,0,0,0,58,0,36,0,0,0,0,184,0,8,0,0,4,0,0,0,0,0,0,0,0,24,8,62,0,0,0,0,0,2,0,0,0,0,0,20,72,0,0,12,0,384,0,0,0,8,4,0,0,4,4,0,0
RUS,0,0,0,0,0,48,100,212,294,30,0,554,2,0,6,152,0,0,0,224,0,0,0,336,0,0,0,0,0,658,814,42,364,2,0,0,0,0,48,0,0,0,2,58,404,4406,0,390,2,10,36,12,0,658,42,0,636,0,2262,0,0,1884,74,0,0,0,0,0,202,0,0,0,0,0,0,42,0,222,0,176,54,22,2,8,356,1380,2,4,1290,58,2,14,0,0,348,0,0,2,0,0,0,4,2,54,0,56,20,2,30,0,0,214,0,2,2,0,0,16,0,0,0,0,0,0,0,0,2,4,0,866,252,0,26,6,10,0,10,4,0,0,824,0,182,0,0,0,184,0,0,0,0,0,12,0,0,0,0,0,0,0,0,232,122,958,0,0,0,0,0,4,20,14,0,0,0,62,180,2,0,696,8,4336,56,0,0,14,18,0,0,52,68,0,0
RWA,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,2,2
SAU,0,0,0,0,18,0,0,10,4,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,8,2,18,0,0,0,0,0,0,0,0,0,0,4,6,8,0,2,0,2,0,118,2,10,0,0,2,0,18,0,0,138,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,2,0,0,0,2,14,0,8,24,0,0,0,0,0,0,6,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,2,22,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,14,10,0,0,0,2,0,230,0,0,0,0,0,0,0,0,20,0,0
SDN,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,2,0,0,0,0,10,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,10,0,0,2,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,2,0,14,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0
SEN,0,0,0,0,0,0,0,0,0,0,2,38,2,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,8,0,0,6,14,0,0,0,0,0,2,0,0,0,0,4,0,4,0,0,2,0,0,2,0,0,2,0,150,0,4,38,0,0,2,0,0,0,2,0,0,0,6,2,0,0,4,0,2,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,2,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,2,2,0,0,0,42,0,0,0,0,4,0,0,0,6,0,2
SGP,0,0,0,0,2,4,0,244,14,0,0,24,0,0,6,2,0,0,0,2,0,0,0,22,0,2,0,0,0,130,20,8,606,0,0,0,0,0,4,0,0,2,0,4,4,102,0,14,4,0,0,20,0,10,0,0,10,0,44,0,0,302,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,8,20,94,52,2,0,2,26,20,0,0,172,0,0,0,0,0,44,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,4,0,0,0,0,0,50,0,0,0,0,0,50,8,0,40,0,10,2,0,16,0,2,2,0,2,0,0,0,4,12,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,30,0,0,0,0,0,24,0,0,0,0,0,8,52,0,0,2,0,680,2,0,0,2,0,0,0,0,14,0,0
SLB,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
SLE,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0
SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
STP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SVK,0,0,0,0,0,2,20,16,248,0,0,138,0,0,0,14,0,0,0,6,0,0,0,72,0,0,0,0,0,32,154,8,12,2,0,0,0,0,0,0,0,0,2,0,366,476,0,108,0,0,0,2,0,116,2,0,118,0,246,0,0,282,0,0,0,0,0,0,96,0,0,0,0,0,0,14,0,54,2,6,2,2,0,0,14,214,0,0,114,0,0,0,0,0,4,8,0,0,0,0,0,0,0,6,0,2,2,2,2,0,0,22,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,136,98,0,6,0,0,0,0,0,0,0,224,0,74,0,0,0,24,232,0,0,0,0,6,0,0,0,0,0,0,0,0,0,84,142,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,34,2,352,2,0,0,0,0,0,0,12,10,0,2
SVN,0,0,0,0,0,6,0,16,144,0,0,112,0,0,2,6,0,0,0,8,0,0,0,78,0,0,0,0,0,24,134,0,12,0,0,0,0,0,2,0,0,0,2,2,94,278,0,94,0,0,0,2,0,108,10,0,106,0,164,0,0,224,0,0,0,0,0,0,86,0,0,0,0,0,0,110,0,24,0,6,4,0,0,0,24,212,0,0,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,6,0,2,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,70,0,4,0,2,0,0,0,0,0,106,0,92,0,0,2,8,122,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,124,0,0,0,0,0,2,0,0,0,0,2,4,6,0,0,16,2,334,0,0,0,4,0,0,0,18,8,0,0
